age,semester,favorite_subject,programming_skill,career_interest,skills_text,target_career,career_demand,technical_score,communication_score,problem_solving_score,creativity_score,leadership_score
28,8th Semester,Chemistry,Beginner,Pharmacist,"Critical Thinking, Dosage Calculation, Time Management, Drug Interactions, Pharmacology, Quality Control",Pharmacist,Stable,86,72,87,54,61
25,8th Semester,Biology,Intermediate,Research Scientist,"Python, Academic Writing, Laboratory Techniques, Critical Analysis, Statistics",Research Scientist,Stable,91,64,96,74,69
17,1st Semester,Computer Science,Advanced,Mobile App Developer,"Python, Adaptability, Problem Solving, Express, Node.js",Full-Stack Developer,High Demand,99,62,79,71,48
25,Graduate,Data Science,Beginner,AI Engineer,"Linear Algebra, Algorithms, Calculus",AI Engineer,High Demand,91,76,92,76,74
27,Graduate,Computer Science,Intermediate,Cloud Engineer,"Python, AWS, Terraform, Docker, Creativity, CI/CD",Cloud Engineer,High Demand,87,67,84,51,63
25,Postgraduate,Design,Intermediate,Mobile App Developer,"Communication, React Native, REST APIs, Mobile Architecture, Problem Solving, UI/UX, Swift",Mobile App Developer,Trending,96,75,76,77,62
24,7th Semester,Engineering,Advanced,Aerospace Engineer,"Creativity, MATLAB, Avionics, Flight Simulation, Problem Solving, Structural Analysis",Aerospace Engineer,Emerging,95,72,95,71,77
21,6th Semester,Design,None,Product Designer,"Photoshop, Communication, Adaptability, Illustrator, Typography",Graphic Designer,Trending,69,72,74,93,66
28,Postgraduate,Education,None,IAS Officer,"Decision Making, General Studies, Leadership, Policy Formulation, Public Administration, Public Communication",IAS Officer,Stable,72,89,94,65,98
18,10th,Mathematics,Intermediate,Professor,"Research Methodology, Curriculum Development, Academic Lecturing",Professor,Stable,88,91,87,71,86
26,Postgraduate,Biology,Beginner,Biomedical Engineer,"Python, Signal Processing, Time Management, Biology, Prosthetics, Teamwork",Biomedical Engineer,Trending,90,67,88,74,75
27,8th Semester,Biology,Intermediate,Research Scientist,"Hypothesis Testing, Python, Academic Writing, Laboratory Techniques, Critical Analysis, Scientific Research",Research Scientist,Stable,95,79,92,67,59
25,Graduate,Psychology,Intermediate,Psychologist,"Active Listening, Counseling, Research Methods, Ethics",Psychologist,High Demand,81,91,84,70,71
27,Graduate,Psychology,Intermediate,Lawyer,"Legal Research, Contract Drafting, Teamwork, Argumentation",Lawyer,Stable,83,94,90,73,90
19,7th Semester,Engineering,Intermediate,Electrical Engineer,"Signal Processing, Circuit Design, Embedded Systems",Electrical Engineer,High Demand,92,64,93,68,65
23,8th Semester,Chemistry,None,Professor,"Research Methodology, Critical Thinking, Mentorship, Public Speaking, Scientific Publication, Problem Solving, Pedagogy",Professor,Stable,83,99,83,70,79
22,7th Semester,Biology,None,Psychologist,"Active Listening, Research Methods, Ethics, Counseling, Cognitive Behavioral Therapy, Empathy",Psychologist,High Demand,71,92,92,73,86
22,3rd Semester,Mathematics,Intermediate,Investment Banker,"Python, Critical Thinking, Academic Writing, Laboratory Techniques, Critical Analysis, Statistics, Teamwork, Scientific Research",Research Scientist,Stable,93,72,94,73,56
20,8th Semester,Psychology,Intermediate,Lawyer,"Contract Drafting, Critical Thinking, Argumentation",Lawyer,Stable,80,99,89,72,82
23,Postgraduate,Computer Science,Beginner,Product Manager,"Time Management, Metrics & KPIs, Leadership, Cross-Functional Coordination, Problem Solving",Product Manager,Trending,78,97,88,86,92
26,Postgraduate,Engineering,Intermediate,Pilot,"High Focus, Spatial Awareness, Time Management, Meteorology, Creativity, Emergency Procedures, Radio Communication, Flight Navigation",Pilot,Trending,84,87,91,57,88
26,Postgraduate,Commerce,None,Financial Analyst,"Financial Statement Analysis, Communication, Excel, Python for Finance, Market Research, PowerBI",Financial Analyst,Trending,76,78,83,56,78
17,10th,Computer Science,Beginner,Product Manager,"Roadmap Planning, Agile, Metrics & KPIs, Problem Solving, Market Strategy",Product Manager,Trending,80,85,94,83,92
24,Postgraduate,Engineering,Intermediate,Aerospace Engineer,"Time Management, MATLAB, Adaptability, CAD Modeling, Flight Simulation, Propulsion Systems, Structural Analysis",Aerospace Engineer,Emerging,98,67,91,81,68
24,8th Semester,Commerce,Beginner,Entrepreneur,"Communication, Business Model Generation, Teamwork, Growth Strategy, Pitching & Fundraising, Resilience",Entrepreneur,Emerging,80,87,91,77,95
27,7th Semester,Physics,None,Teacher,"Patience, Lesson Planning, Student Evaluation",Teacher,Stable,65,93,85,75,80
20,Diploma,Chemistry,Beginner,Chef,"Sensory Evaluation, Time Management, Food Safety, Menu Engineering, Teamwork, Creativity",Chef,Trending,82,64,76,87,79
25,8th Semester,Medical Science,Intermediate,Doctor,"Critical Thinking, Pharmacology, Physiology, Emergency Response, Creativity, Anatomy, Clinical Diagnosis",Doctor,High Demand,88,90,92,56,85
28,Postgraduate,Economics,None,Digital Marketer,"Content Strategy, Social Media Marketing, SEM, Email Campaigns, Google Analytics",Digital Marketer,High Demand,72,81,88,85,65
17,1st Semester,Economics,Intermediate,Digital Marketer,"Social Media Marketing, SEM, Copywriting, PPC Advertising, Creativity",Digital Marketer,High Demand,78,87,74,90,70
21,4th Semester,Physics,None,Civil Engineer,"Structural Analysis, Site Inspection, Adaptability, AutoCAD",Civil Engineer,Stable,79,71,91,61,80
21,7th Semester,Engineering,Advanced,Cloud Engineer,"Linux, Networking, Adaptability, AWS, Terraform, Azure, Creativity",Cloud Engineer,High Demand,99,67,87,58,58
21,2nd Semester,Physics,None,Pilot,"Aircraft Systems, Spatial Awareness, Time Management, Teamwork, Emergency Procedures",Pilot,Trending,89,78,90,60,81
24,8th Semester,Engineering,Intermediate,Robotics Engineer,"Sensors & Actuators, Python, Critical Thinking, ROS, C++, Kinematics, Control Systems",Robotics Engineer,High Demand,99,70,89,84,65
25,7th Semester,Engineering,Beginner,Biomedical Engineer,"Materials Science, Python, Signal Processing, Medical Devices, Adaptability, Biology, Prosthetics",Biomedical Engineer,Trending,91,73,88,77,65
17,1st Semester,Engineering,Intermediate,DevOps Engineer,"Time Management, GitLab CI, Monitoring, Linux Bash, Creativity",DevOps Engineer,High Demand,98,70,87,67,56
19,Diploma,Biology,Beginner,Research Scientist,"Python, Laboratory Techniques, Critical Analysis, Statistics, Teamwork, Scientific Research",Research Scientist,Stable,93,76,96,78,59
24,Graduate,Economics,Intermediate,IAS Officer,"General Studies, Leadership, Crisis Management",IAS Officer,Stable,88,97,96,74,99
23,Graduate,Computer Science,Beginner,AI Engineer,"Usability Testing, Design Systems, User Research, Figma, Interaction Design",UI/UX Designer,High Demand,77,86,81,91,72
27,Postgraduate,Engineering,Beginner,Civil Engineer,"Site Inspection, Geotechnical Engineering, Project Planning",Civil Engineer,Stable,79,71,87,64,78
19,6th Semester,Engineering,Intermediate,Robotics Engineer,"Python, Git, MongoDB, HTML/CSS, Express",Full-Stack Developer,High Demand,89,57,78,79,58
28,Graduate,Artificial Intelligence,Intermediate,Robotics Engineer,"Python, Computer Vision, ROS, Communication, Teamwork, Mechatronics, C++, Control Systems",Robotics Engineer,High Demand,92,73,86,87,64
22,3rd Semester,Business Studies,Beginner,Product Manager,"Adaptability, Metrics & KPIs, Leadership, Product Vision, Problem Solving, Market Strategy",Product Manager,Trending,85,87,92,87,97
22,4th Semester,Computer Science,Expert,AI Engineer,"Linear Algebra, NLP, Algorithms, Deep Learning, PyTorch, Machine Learning",AI Engineer,High Demand,99,67,89,81,74
28,8th Semester,Mathematics,Advanced,Astrophysicist,"Python, Astrophysics, Quantum Mechanics, Problem Solving, Numerical Simulation, Data Modeling",Astrophysicist,Emerging,99,66,93,76,62
24,Postgraduate,Engineering,Intermediate,Aerospace Engineer,"Aerodynamics, Time Management, CAD Modeling, Flight Simulation, Teamwork, Avionics, Propulsion Systems",Aerospace Engineer,Emerging,99,66,92,78,62
23,8th Semester,Engineering,None,Product Designer,"User Empathy, Customer Research, Teamwork, Figma, Prototyping",Product Designer,High Demand,69,83,87,99,71
22,3rd Semester,Economics,Advanced,Business Analyst,"SQL, Tableau, Business Strategy, Process Mapping, Adaptability, Stakeholder Management",Business Analyst,High Demand,98,79,87,65,87
23,Postgraduate,Economics,None,Digital Marketer,"Content Strategy, Copywriting, Social Media Marketing, Communication, Email Campaigns, Google Analytics",Digital Marketer,High Demand,75,86,77,90,68
28,7th Semester,Mathematics,None,Pilot,"High Focus, Adaptability, Meteorology, Creativity, Radio Communication",Pilot,Trending,83,79,94,49,75
26,7th Semester,Animation,None,Graphic Designer,"Visual Identity, Branding, Photoshop, Typography, Creativity, Color Theory",Graphic Designer,Trending,76,78,72,96,63
22,3rd Semester,Design,None,Graphic Designer,"Photoshop, Communication, Layout Design, Typography, Creativity",Graphic Designer,Trending,65,79,82,96,68
18,1st Semester,Computer Science,Intermediate,Cloud Engineer,"Linux, Time Management, Azure, Teamwork, CI/CD",Cloud Engineer,High Demand,92,73,87,59,63
22,7th Semester,Law,Intermediate,Journalist,"Communication, News Writing, Fact Checking, Problem Solving, Interviewing",Journalist,Stable,80,99,92,77,84
28,Graduate,Design,Beginner,UI/UX Designer,"Design Systems, User Research, Figma, Wireframing, Prototyping, Interaction Design",UI/UX Designer,High Demand,78,83,75,93,60
25,Graduate,Physics,Beginner,Mechanical Engineer,"Fluid Mechanics, Material Science, Thermodynamics, SolidWorks",Mechanical Engineer,Stable,80,71,92,74,70
20,8th Semester,Animation,None,Animator,"Character Animation, Maya, Blender, Storyboarding, After Effects",Animator,Emerging,76,75,70,99,67
23,Postgraduate,Design,None,Graphic Designer,"Branding, Photoshop, Layout Design, Illustrator, Teamwork, Color Theory",Graphic Designer,Trending,69,73,70,86,61
21,8th Semester,Computer Science,Intermediate,Cloud Engineer,"Networking, Linux, AWS, Terraform, System Architecture",Cloud Engineer,High Demand,89,67,84,69,62
24,7th Semester,Psychology,None,Lawyer,"Contract Drafting, Constitutional Law, Legal Research, Courtroom Advocacy, Argumentation",Lawyer,Stable,74,93,93,72,79
23,Graduate,Mathematics,Beginner,Electrical Engineer,"Circuit Design, Problem Solving, Embedded Systems, Microcontrollers, Power Systems",Electrical Engineer,High Demand,91,71,89,73,65
20,Diploma,Computer Science,Beginner,Electrical Engineer,"Python, Critical Thinking, Time Management, Java, Problem Solving",Software Developer,High Demand,89,63,91,73,65
27,7th Semester,Engineering,Intermediate,DevOps Engineer,"GitLab CI, Monitoring, Linux Bash, Infrastructure as Code, Kubernetes",DevOps Engineer,High Demand,93,64,86,64,63
25,Graduate,Physics,Intermediate,Teacher,"Critical Thinking, Lesson Planning, Patience, Child Psychology, Student Evaluation, Problem Solving, Classroom Management, Empathy",Teacher,Stable,74,96,76,74,78
28,8th Semester,Biology,Intermediate,Biomedical Engineer,"Python, Creativity, Signal Processing, CAD Design",Biomedical Engineer,Trending,94,79,85,80,73
23,Postgraduate,Biology,Beginner,Biomedical Engineer,"Critical Thinking, Manual Dexterity, Oral Surgery, Dental Anatomy, Problem Solving, Diagnostics",Dentist,Stable,81,83,87,70,75
27,7th Semester,Business Studies,None,Entrepreneur,"Content Strategy, Copywriting, Critical Thinking, SEM, SEO",Digital Marketer,High Demand,68,84,80,77,65
25,7th Semester,Chemistry,Beginner,Chef,"Creativity, Sensory Evaluation, Culinary Techniques",Chef,Trending,81,71,75,94,80
18,1st Semester,Physics,Advanced,Robotics Engineer,"Communication, Kinematics, Control Systems, ROS",Robotics Engineer,High Demand,99,69,87,88,68
23,Graduate,Chemistry,None,Pharmacist,"Communication, Time Management, Culinary Techniques, Kitchen Leadership, Food Safety, Problem Solving",Chef,Trending,69,72,82,84,85
27,7th Semester,Business Studies,None,Product Designer,"User Empathy, Prototyping, Time Management, Product Strategy, Problem Solving, Industrial Design, Figma",Product Designer,High Demand,71,85,81,94,75
25,Postgraduate,Physics,Beginner,Aerospace Engineer,"Adaptability, Flight Simulation, Problem Solving, Propulsion Systems, Structural Analysis",Aerospace Engineer,Emerging,93,72,94,76,66
23,Graduate,Biology,Beginner,Biomedical Engineer,"Materials Science, Signal Processing, Prosthetics, Biomechanics, Teamwork",Biomedical Engineer,Trending,87,68,91,78,71
21,Diploma,Medical Science,Beginner,Pharmacist,"Communication, Attention to Detail, Drug Interactions, Pharmacology, Adaptability, Organic Chemistry",Pharmacist,Stable,80,71,89,54,67
18,12th,Artificial Intelligence,Advanced,AI Engineer,"Python, TensorFlow, Calculus, Teamwork, Deep Learning, PyTorch, Machine Learning",AI Engineer,High Demand,99,56,94,78,68
26,8th Semester,Computer Science,Advanced,DevOps Engineer,"Python, Jenkins, GitLab CI, Docker, Linux Bash",DevOps Engineer,High Demand,99,63,89,61,61
21,6th Semester,Economics,Advanced,Digital Marketer,"Social Media Marketing, SEM, Copywriting, SEO",Digital Marketer,High Demand,90,94,74,87,75
27,7th Semester,Chemistry,None,Dentist,"Dental Anatomy, Manual Dexterity, Diagnostics, Empathy",Dentist,Stable,74,81,92,68,82
17,1st Semester,Economics,Advanced,Digital Marketer,"Content Strategy, Social Media Marketing, SEM, PPC Advertising, SEO, Teamwork, Google Analytics",Digital Marketer,High Demand,86,88,81,89,72
28,7th Semester,Mathematics,Intermediate,Investment Banker,"Aerodynamics, Flight Simulation, Avionics, Propulsion Systems, Structural Analysis",Aerospace Engineer,Emerging,92,73,95,81,66
24,Graduate,Computer Science,Intermediate,IAS Officer,"SQL, Tableau, Scikit-Learn, Statistics, R",Data Scientist,High Demand,93,74,94,78,68
26,7th Semester,Commerce,None,Chartered Accountant,"Excel Mastery, Financial Reporting, Attention to Detail, Corporate Law, Teamwork, Financial Accounting, Auditing",Chartered Accountant,Stable,89,68,89,58,72
19,2nd Semester,Computer Science,Expert,Cybersecurity Analyst,"Python, Incident Response, Penetration Testing, Creativity, Cryptography",Cybersecurity Analyst,High Demand,99,62,87,65,63
26,7th Semester,Economics,Intermediate,DevOps Engineer,"Python, Pandas, Data Visualization, Adaptability, Statistics",Data Scientist,High Demand,93,83,97,64,69
27,Graduate,Economics,Advanced,Data Scientist,"Pandas, Data Visualization, Analytical Thinking, Statistics, Teamwork, Machine Learning",Data Scientist,High Demand,99,74,92,66,59
23,Graduate,Chemistry,None,Chef,"Time Management, Food Safety, Menu Engineering, Sensory Evaluation",Chef,Trending,69,76,83,95,67
22,5th Semester,Design,Advanced,UI/UX Designer,"Branding, Photoshop, Critical Thinking, Communication, Layout Design, Color Theory",Graphic Designer,Trending,84,75,75,98,65
21,2nd Semester,Chemistry,None,Doctor,"Critical Thinking, Communication, Pharmacology, Adaptability, Physiology, Empathy",Doctor,High Demand,85,87,93,54,74
24,7th Semester,Psychology,None,Journalist,"News Writing, Critical Thinking, Video Journalism, Media Ethics",Journalist,Stable,62,92,84,87,70
23,Graduate,Computer Science,Beginner,Full-Stack Developer,"React, Critical Thinking, MongoDB, Teamwork, HTML/CSS, Express",Full-Stack Developer,High Demand,87,78,83,91,73
23,Graduate,Mathematics,None,Mechanical Engineer,"Problem Solving, Thermodynamics, SolidWorks",Mechanical Engineer,Stable,82,74,81,65,63
22,5th Semester,Computer Science,Beginner,Product Manager,"Agile, Leadership, User Research, Cross-Functional Coordination, Creativity, Market Strategy",Product Manager,Trending,88,90,87,92,88
